Round,ID,Authors,Institution,Type of Institution,Public/Private,Profit/Non-profit,Country
2,R2WOS1204,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
2,R2WOS1204,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
2,R2WOS871,Bhawna Jain,Delhi Technological University,University,Public,Non-profit,India
2,R2WOS871,Ruchika Malhotra,Delhi Technological University,University,Public,Non-profit,India
2,R2WOS871,Marouane Kessentini,Grand Valley State University,University,Public,Non-profit,United States
2,R2WOS871,Bhawna Jain,Indira Gandhi Delhi Technical University for Women,University,Public,Non-profit,India
2,R2WOS896,Eñaut Mendiluze Usandizaga,Oslo Metropolitan University,University,Public,Non-profit,Norway
2,R2WOS896,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,ACM0007,Tao Yue,Beihang University,University,Public,Non-profit,China
1,ACM0007,Manuel Wimmer,Johannes Kepler University Linz,University,Public,Non-profit,Spain
1,ACM0007,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,ACM0007,Andriy Miranskyy,Toronto Metropolitan University,University,Public,Non-profit,Canada
1,ACM0007,Ignacio García-Rodríguez,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,ACM0007,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,ACM0007,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,ACM0007,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,ACM0007,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,ACM0007,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,ACM0007,Antonio Brogi,University of Pisa,University,Public,Non-profit,Italy
1,ACM0007,Antonio Ruiz-Cortés,University of Seville,University,Public,Non-profit,Spain
1,ACM0007,Frank Leymann,University of Stuttgart,University,Public,Non-profit,Germany
1,ACM0007,Johanna Barzen,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0001,Aakash Ahmad,University of Hail,University,Public,Non-profit,Saudi Arabia
1,SCP0001,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0001,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0001,Mahdi Fahmideh,University of Southern Queensland,University,Public,Non-profit,Australia
1,SCP0001,Muhammad Waseem,Wuhan University,University,Public,Non-profit,China
1,SCP0002,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0005,Majid Haghparast,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0005,Muhammad Waseem,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0005,Niraj Dayama,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0005,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0005,Vlad Stirbu,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0011,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,SCP0012,Teiko Heinosaari,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0012,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0012,Vlad Stirbu,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0012,Kimmo Halunen,University of Oulu,University,Public,Non-profit,Finland
1,SCP0016,Matteo Paltenghi,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0016,Michael Pradel,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0019,Foutse Khomh,Polytechnic School of Montreal,University,Public,Non-profit,Canada
1,SCP0019,Le An,Polytechnic School of Montreal,University,Public,Non-profit,Canada
1,SCP0019,Mohammad Mehdi Morovati,Polytechnic School of Montreal,University,Public,Non-profit,Canada
1,SCP0019,Moses Openja,Polytechnic School of Montreal,University,Public,Non-profit,Canada
1,SCP0019,Mouna Abidi,Polytechnic School of Montreal,University,Public,Non-profit,Canada
1,SCP0021,Saima Rafi,Edinburgh Napier University,University,Public,Non-profit,United Kingdom
1,SCP0021,Sajjad Mahmood,Fahd University of Petroleum and Minerals,University,Public,Non-profit,Saudi Arabia
1,SCP0021,Muhammad Azeem Akbar,Lappeenranta-Lahti University of Technology,University,Public,Non-profit,Finland
1,SCP0021,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0022,Luis Jiménez-Navajas,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0022,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0022,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0024,Mohammad Shameem,Koneru Lakshmaiah Education Foundation,University,Private,Non-profit,India
1,SCP0024,Aakash Ahmad,Lancaster University Leipzig,University,Private,Non-profit,Germany
1,SCP0024,Muhammad Azeem Akbar,Lappeenranta-Lahti University of Technology,University,Public,Non-profit,Finland
1,SCP0024,Muhammad Waseem,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0024,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0024,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0024,Mahdi Fahmideh,University of Southern Queensland,University,Public,Non-profit,Australia
1,SCP0026,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0027,Foutse Khomh,Polytechnique Montréal,University,Public,Non-profit,Canada
1,SCP0027,Heng Li,Polytechnique Montréal,University,Public,Non-profit,Canada
1,SCP0027,Mohamed Raed El Aoun,Polytechnique Montréal,University,Public,Non-profit,Canada
1,SCP0027,Moses Openja,Polytechnique Montréal,University,Public,Non-profit,Canada
1,SCP0031,David Valencia,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0031,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0031,Javier Berrocal,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0031,Javier Rojo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0031,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0031,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0032,Ana Díaz Muñoz,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0032,Jesús Ramón Oviedo Lama,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0032,Moisés Rodríguez Monje,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0032,Danel Arias,University of Deusto,University,Private,Non-profit,Spain
1,SCP0032,Erik B. Terres-Escudero,University of Deusto,University,Private,Non-profit,Spain
1,SCP0032,Pablo García Bringas,University of Deusto,University,Private,Non-profit,Spain
1,SCP0032,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0032,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0032,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0033,Juan Bernabé-Moreno,University of Granada,University,Public,Non-profit,Spain
1,SCP0035,Iftekhar Ahmed  ,University of California,University,Public,Non-profit,United States
1,SCP0035,Qihong Chen,University of California,University,Public,Non-profit,United States
1,SCP0035,André Souto,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0035,Jose Campos,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0035,Ruben Camara,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0035,Jose Campos,University of Porto,University,Public,Non-profit,Portugal
1,SCP0038,Luis S. Barbosa,Universidade do Minho,University,Public,Non-profit,Portugal
1,SCP0038,Luis S. Barbosa,UNU-EGOV - United Nations University,University,Public-private,Non-profit,Portugal
1,SCP0039,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0039,Javier Berrocal,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0039,Jose García-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0039,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0043,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0043,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0043,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0043,Majid Haghparast,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0043,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0044,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,SCP0044,Tiancheng Jin,Kyushu University,University,Public,Non-profit,Japan
1,SCP0046,Jukka K. Nurminen,University of Helsinki,University,Public,Non-profit,Finland
1,SCP0046,Majid Haghparast,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0046,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0046,Vlad Stirbu,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0047,Luis Jiménez-Navajas,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0047,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0047,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0051,Javier Verduro,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0051,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0051,Moises Rodriguez Monje,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0052,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0052,Michal Baczyk,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0052,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0053,Vaston Costa,Federal University of Catalão,University,Public,Non-profit,Brazil
1,SCP0053,Edward Hermann Haeusler,Pontifical Catholic University of Rio de Janeiro,University,Private,Non-profit,Brazil
1,SCP0053,Lorenzo Saraiva,Pontifical Catholic University of Rio de Janeiro,University,Private,Non-profit,Brazil
1,SCP0053,Marcos Kalinowski,Pontifical Catholic University of Rio de Janeiro,University,Private,Non-profit,Brazil
1,SCP0054,Ignacio García-Rodríguez,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0054,Macario Polo Usaola,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0054,Manuel Ángel Serrano,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0054,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0056,Jose Campos,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0056,Daniel Fortunato,University of Porto,University,Public,Non-profit,Portugal
1,SCP0056,Rui Abreu,University of Porto,University,Public,Non-profit,Portugal
1,SCP0057,Guido Peterssen  ,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0057,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0058,Aritra Sarkar,Delft University of Technology,University,Public,Non-profit,Netherlands
1,SCP0061,Márcio Ribeiro,Federal University of Alagoas,University,Public,Non-profit,Brazil
1,SCP0061,Carla Bezerra,Federal University of Ceará,University,Public,Non-profit,Brazil
1,SCP0061,Ivan Machado,Universidade Federal da Bahia,University,Public,Non-profit,Brazil
1,SCP0061,Larissa Bastos,Universidade Federal da Bahia,University,Public,Non-profit,Brazil
1,SCP0061,Tássio Virgínio,Universidade Federal da Bahia,University,Public,Non-profit,Brazil
1,SCP0063,Ana Díaz Muñoz,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0063,Ignacio García-Rodríguez,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0063,Moises Rodriguez Monje,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0063,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0063,Jaime Alvarado-Valiente,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0063,Javier Romero-Álvarez,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0063,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0063,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0064,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,SCP0065,Jose García-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0065,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0065,Antonio Brogi,University of Pisa,University,Public,Non-profit,Italy
1,SCP0065,Giuseppe Bisicchia,University of Pisa,University,Public,Non-profit,Italy
1,SCP0066,Mingsheng Ying,Tsinghua University,University,Public,Non-profit,China
1,SCP0066,Nengkun Yu,Tsinghua University,University,Public,Non-profit,China
1,SCP0066,Runyao Duan,Tsinghua University,University,Public,Non-profit,China
1,SCP0066,Yuan Feng,Tsinghua University,University,Public,Non-profit,China
1,SCP0066,Mingsheng Ying,University of Technology Sydney,University,Public,Non-profit,Australia
1,SCP0066,Nengkun Yu,University of Technology Sydney,University,Public,Non-profit,Australia
1,SCP0066,Runyao Duan,University of Technology Sydney,University,Public,Non-profit,Australia
1,SCP0066,Yuan Feng,University of Technology Sydney,University,Public,Non-profit,Australia
1,SCP0067,Felix Gemeinhardt,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0067,Manuel Wimmer,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0067,Martin Eisenberg,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0067,Stefan Klikovits,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0068,Damian S. Steiger,ETH Zurich,University,Public,Non-profit,Switzerland
1,SCP0068,Matthias Troyer,ETH Zurich,University,Public,Non-profit,Switzerland
1,SCP0068,Thomas Häner,ETH Zurich,University,Public,Non-profit,Switzerland
1,SCP0069,José Campos  ,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0069,Daniel Fortunato  ,University of Porto,University,Public,Non-profit,Portugal
1,SCP0069,José Campos  ,University of Porto,University,Public,Non-profit,Portugal
1,SCP0069,Rui Abreu  ,University of Porto,University,Public,Non-profit,Portugal
1,SCP0072,Felix Gemeinhardt,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0072,Manuel Wimmer,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0072,Stefan Klikovits,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0074,Paola Spoletini,Kennesaw State University,University,Public,Non-profit,United States
1,SCP0076,Manuel Serrano,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0076,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0076,Ricardo Perez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0082,Andrea De Lucia,University of Salerno,University,Public,Non-profit,Italy
1,SCP0082,Dario Di Nucci,University of Salerno,University,Public,Non-profit,Italy
1,SCP0082,Fabio Palomba,University of Salerno,University,Public,Non-profit,Italy
1,SCP0082,Manuel De Stefano,University of Salerno,University,Public,Non-profit,Italy
1,SCP0084,Felix Greiwe,Technical University of Applied Sciences Regensburg,University,Public,Non-profit,Germany
1,SCP0084,Tom Kruger,Technical University of Applied Sciences Regensburg,University,Public,Non-profit,Germany
1,SCP0084,Wolfgang Mauerer,Technical University of Applied Sciences Regensburg,University,Public,Non-profit,Germany
1,SCP0086,Hoa T. Nguyen,University of Melbourne,University,Public,Non-profit,Australia
1,SCP0086,Muhammad Usman,University of Melbourne,University,Public,Non-profit,Australia
1,SCP0086,Rajkumar Buyya  ,University of Melbourne,University,Public,Non-profit,Australia
1,SCP0088,Saima Rafi,Edinburgh Napier University,University,Public,Non-profit,United Kingdom
1,SCP0088,Muhammad Azeem Akbar,Lappeenranta-Lahti University of Technology,University,Public,Non-profit,Finland
1,SCP0088,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0089,Mahsa Radnejad,Islamic Azad University,University,Private,Non-profit,Iran
1,SCP0089,Andriy Miranskyy,Toronto Metropolitan University,University,Public,Non-profit,Canada
1,SCP0089,Lei Zhang,University of Maryland,University,Public,Non-profit,United States
1,SCP0092,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0092,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0093,Hassan Soubra,École Centrale d'électronique,University,Private,Non-profit,France
1,SCP0094,Lianyong Qi,China University of Petroleum,University,Public,Non-profit,China
1,SCP0094,Muhammad Bilal,Hankuk University of Foreign Studies,University,Private,Non-profit,Republic of Korea
1,SCP0094,Xiaolong Xu,Nanjing University of Information Science and Technology,University,Public,Non-profit,China
1,SCP0094,Xudong Zhao,Nanjing University of Information Science and Technology,University,Public,Non-profit,China
1,SCP0094,Huaizhen Kou,Nanjing University of Science and Technology,University,Public,Non-profit,China
1,SCP0094,Xiaoyu Xia,RMIT University,University,Public,Non-profit,Australia
1,SCP0094,Wenwen Gong,Tsinghua University,University,Public,Non-profit,China
1,SCP0096,Dae-Kyoo Kim,Oakland University,University,Public,Non-profit,United States
1,SCP0103,Andriy Miranskyy,Ryerson University,University,Public,Non-profit,Canada
1,SCP0103,Lei Zhang,Ryerson University,University,Public,Non-profit,Canada
1,SCP0104,Diego Alonso,Polytechnic University of Cartagena,University,Public,Non-profit,Spain
1,SCP0104,Francisco Sánchez-Rubio,Polytechnic University of Cartagena,University,Public,Non-profit,Spain
1,SCP0104,Pedro Sánchez,Polytechnic University of Cartagena,University,Public,Non-profit,Spain
1,SCP0106,Mark Fingerhuth  ,University of KwaZulu-Natal,University,Public,Non-profit,South Africa
1,SCP0106,Peter Wittek  ,University of Toronto,University,Public,Non-profit,Canada
1,SCP0107,Boshuai Ye,Aalto University,University,Public,Non-profit,Finland
1,SCP0107,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0107,Davide Taibi,University of Oulu,University,Public,Non-profit,Finland
1,SCP0107,Maryam Tavassoli Sabzevari,University of Oulu,University,Public,Non-profit,Finland
1,SCP0107,Davide Falessi,University of Rome Tor Vergata,University,Public,Non-profit,Italy
1,SCP0107,Matteo Esposito,University of Rome Tor Vergata,University,Public,Non-profit,Italy
1,SCP0108,Fabiano Pecorelli,Pegaso Digital University,University,Private,Profit,Italy
1,SCP0108,Andrea De Lucia,University of Salerno,University,Public,Non-profit,Italy
1,SCP0108,Antonio Trovato,University of Salerno,University,Public,Non-profit,Italy
1,SCP0108,Dario Di Nucci,University of Salerno,University,Public,Non-profit,Italy
1,SCP0108,Fabiano Pecorelli,University of Salerno,University,Public,Non-profit,Italy
1,SCP0108,Manuel De Stefano,University of Salerno,University,Public,Non-profit,Italy
1,SCP0111,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,SCP0111,Asmar Muqeet,University of Oslo,University,Public,Non-profit,Norway
1,SCP0112,Byung-Soo Choi,Pukyong National University,University,Public,Non-profit,Republic of Korea
1,SCP0112,Duwon Lee,Pukyong National University,University,Public,Non-profit,Republic of Korea
1,SCP0112,Jaehyeok Lee,Pukyong National University,University,Public,Non-profit,Republic of Korea
1,SCP0112,Kanghyeon Kim,Pukyong National University,University,Public,Non-profit,Republic of Korea
1,SCP0112,Yong Kwon,Pukyong National University,University,Public,Non-profit,Republic of Korea
1,SCP0115,Fabiano Pecorelli,Tampere University,University,Public,Non-profit,Finland
1,SCP0115,Andrea De Lucia,University of Salerno,University,Public,Non-profit,Italy
1,SCP0115,Dario Di Nucci,University of Salerno,University,Public,Non-profit,Italy
1,SCP0115,Fabio Palomba,University of Salerno,University,Public,Non-profit,Italy
1,SCP0115,Manuel De Stefano,University of Salerno,University,Public,Non-profit,Italy
1,SCP0116,Mahmood Niazi,King Fahd University of Petroleum and Minerals,University,Public,Non-profit,Saudi Arabia
1,SCP0116,Aakash Ahmad,Lancaster University Leipzig,University,Private,Non-profit,Germany
1,SCP0116,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0116,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0116,Mahdi Fahmideh,University of Southern Queensland,University,Public,Non-profit,Australia
1,SCP0116,Muhammad Waseem,Wuhan University,University,Public,Non-profit,China
1,SCP0121,André Souto,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0121,José Campos,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0122,Zengyang Li,Central China Normal University,University,Public,Non-profit,China
1,SCP0122,Aakash Ahmad,Lancaster University Leipzig,University,Private,Non-profit,Germany
1,SCP0122,Amjed Tahir,Massey University,University,Public,Non-profit,New Zealand
1,SCP0122,Muhammad Waseem,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0122,Beiqi Zhang,Wuhan University,University,Public,Non-profit,China
1,SCP0122,Mst Shamima Aktar,Wuhan University,University,Public,Non-profit,China
1,SCP0122,Peng Liang,Wuhan University,University,Public,Non-profit,China
1,SCP0123,Jaime Alvarado-Valiente,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0123,Javier Romero-Alvarez,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0123,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0128,Diego Alonso,Polytechnic University of Cartagena,University,Public,Non-profit,Spain
1,SCP0128,Pedro Sánchez,Polytechnic University of Cartagena,University,Public,Non-profit,Spain
1,SCP0132,Anibrata Pal,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0132,Danilo Caivano,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0132,Vita Santa Barletta,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0134,Mohammad Nadeem,Aligarh Muslim University,University,Public,Non-profit,India
1,SCP0134,Muhammad Azeem Akbar,Lappeenranta-Lahti University of Technology,University,Public,Non-profit,Finland
1,SCP0134,Mohammad Shameem,MIT World Peace University,University,Private,Non-profit,India
1,SCP0134,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0136,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,SCP0138,Manuel De Stefano,University of Salerno,University,Public,Non-profit,Italy
1,SCP0149,Andriy Miranskyy,Toronto Metropolitan University,University,Public,Non-profit,Canada
1,SCP0149,Lei Zhang,University of Maryland,University,Public,Non-profit,United States
1,SCP0156,Aniket S. Dalvi,Duke University,University,Private,Non-profit,United States
1,SCP0156,Filip Mazurek,Duke University,University,Private,Non-profit,United States
1,SCP0156,Jacob Whitlow,Duke University,University,Private,Non-profit,United States
1,SCP0156,Kenneth R. Brown,Duke University,University,Private,Non-profit,United States
1,SCP0156,Leon Riesebos,Duke University,University,Private,Non-profit,United States
1,SCP0156,Marissa D'Onofrio,Duke University,University,Private,Non-profit,United States
1,SCP0156,Samuel Phiri,Duke University,University,Private,Non-profit,United States
1,SCP0156,Tianyi Chen,Duke University,University,Private,Non-profit,United States
1,SCP0156,Frank Mueller,North Carolina State University,University,Public,Non-profit,United States
1,SCP0156,Kaustubh Badrike,North Carolina State University,University,Public,Non-profit,United States
1,SCP0157,Andriy Miranskyy,Ryerson University,University,Public,Non-profit,Canada
1,SCP0157,Mushahid Khan,Ryerson University,University,Public,Non-profit,Canada
1,SCP0158,Davide Taibi,Tampere University,University,Public,Non-profit,Finland
1,SCP0158,Andrea De Lucia,University of Salerno,University,Public,Non-profit,Italy
1,SCP0158,Dario Di Nucci,University of Salerno,University,Public,Non-profit,Italy
1,SCP0158,Fabio Palomba,University of Salerno,University,Public,Non-profit,Italy
1,SCP0158,Manuel De Stefano,University of Salerno,University,Public,Non-profit,Italy
1,SCP0161,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,SCP0161,Lei Ma,Kyushu University,University,Public,Non-profit,Japan
1,SCP0161,Pengzhan Zhao,Kyushu University,University,Public,Non-profit,Japan
1,SCP0167,Adrian Cobb,Deakin University,University,Public,Non-profit,Australia
1,SCP0167,Jean-Guy Schneider,Deakin University,University,Public,Non-profit,Australia
1,SCP0167,Kevin Lee,Deakin University,University,Public,Non-profit,Australia
1,SCP0172,Antonio Garmendia,Autonomous University of Madrid,University,Public,Non-profit,Spain
1,SCP0172,Antonio Garmendia,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0172,Felix Gemeinhardt,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0172,Manuel Wimmer,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0172,Robert Wille,Technical University of Munich,University,Public,Non-profit,Germany
1,SCP0174,Simon Garhofer,University of Tübingen,University,Public,Non-profit,Germany
1,SCP0179,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0179,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0179,Carlos Canal,University of Málaga,University,Public,Non-profit,Spain
1,SCP0179,Javier Zayas Gallardo,University of Málaga,University,Public,Non-profit,Spain
1,SCP0180,Alon Tsalik Shmilovich,The Jerusalem College of Engineering,University,Private,Non-profit,Israel
1,SCP0180,Iaakov Exman,The Jerusalem College of Engineering,University,Private,Non-profit,Israel
1,SCP0184,Antonio Garmendia,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0184,Felix Gemeinhardt,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0184,Manuel Wimmer,Johannes Kepler University Linz,University,Public,Non-profit,Austria
1,SCP0186,Andrés D. Muñoz-Moller,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0186,Otso Kinanen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0186,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0186,Vlad Stirbu,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0190,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0190,Vlad Stirbu,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0195,Diego Alvarez-Estevez,Universidade da Coruña,University,Public,Non-profit,Spain
1,SCP0195,Eduardo Mosqueira-Rey,Universidade da Coruña,University,Public,Non-profit,Spain
1,SCP0195,Samuel Magaz-Romero,Universidade da Coruña,University,Public,Non-profit,Spain
1,SCP0195,Vicente Moret-Bonillo,Universidade da Coruña,University,Public,Non-profit,Spain
1,SCP0197,Joao F. Ferreira,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0197,Miguel Trinca,University of Lisbon,University,Public,Non-profit,Portugal
1,SCP0197,Rui Abreu,University of Porto,University,Public,Non-profit,Portugal
1,SCP0200,Rui Abreu,University of Porto,University,Public,Non-profit,Portugal
1,SCP0202,Andriy Miranskyy,Ryerson University,University,Public,Non-profit,Canada
1,SCP0202,Javad Doliskani,Ryerson University,University,Public,Non-profit,Canada
1,SCP0202,Lei Zhang,Ryerson University,University,Public,Non-profit,Canada
1,SCP0221,Andrew Van Horn,Duke University,University,Private,Non-profit,United States
1,SCP0221,Brad Bondurant,Duke University,University,Private,Non-profit,United States
1,SCP0221,Chao Fang,Duke University,University,Private,Non-profit,United States
1,SCP0221,Jacob Whitlow,Duke University,University,Private,Non-profit,United States
1,SCP0221,Jungsang Kim,Duke University,University,Private,Non-profit,United States
1,SCP0221,Kenneth R. Brown,Duke University,University,Private,Non-profit,United States
1,SCP0221,Leon Riesebos,Duke University,University,Private,Non-profit,United States
1,SCP0221,Mark Kuzyk,Duke University,University,Private,Non-profit,United States
1,SCP0221,Samuel Phiri,Duke University,University,Private,Non-profit,United States
1,SCP0221,Tianyi Chen,Duke University,University,Private,Non-profit,United States
